objectid,stationcode,sampledate,agencycode,replicate,sampleid,benthiccollectioncomments,grabsize,percentsamplecounted,totalgrids,gridsanalyzed,gridsvolumeanalyzed,targetorganismcount,actualorganismcount,extraorganismcount,qcorganismcount,discardedorganismcount,benthiclabeffortcomments,finalid,lifestagecode,distinctcode,baresult,resqualcode,qacode,taxonomicqualifier,personnelcode_labeffort,personnelcode_results,labsampleid,locationcode,samplecomments,collectionmethodcode,effortqacode,record_origin,origin_lastupdatedate,record_publish,csci_sampleid,agencyname,collectionmethodname,originalid,created_user,created_date,last_edited_user,last_edited_date,login_email,login_agency,login_owner,login_year,login_project,submissionid,ceden_publish,sampleinfo_originalid,bmisampleid,masterid
1569746296,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Rheocricotopus,L,0,18,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746297,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Rheotanytarsus,L,0,11,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746298,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Sanfilippodytes,L,0,1,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746299,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Sciomyzidae,L,0,5,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746300,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Sciomyzidae,P,0,2,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746301,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Simulium,L,0,27,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746302,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Simulium,P,0,1,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746303,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Stilobezzia,L,0,4,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746304,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Tanypodinae,L,0,4,=,None,I,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746305,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Tanytarsini,L,0,1,=,None,I,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746306,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Thienemanniella,L,0,4,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569746307,905SDBDN9,2016-03-29T07:00:00Z,RWQCB9-San Diego Region,1,NA,NA,0.72,NA,12,12,3,600,600,0,1,NA,NA,Tvetenia,L,0,21,=,None,None,NA,NA,22018,X,<25 cobbles were found; only one cobble found (recorded at Transect B).,BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_03292016_BMI_RWB_1,RWQCB9-San Diego Region,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813314,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Apedilum,L,0,22,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813315,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Argia,L,0,2,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813316,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Atractides,X,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813317,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Baetis tricaudatus,L,0,4,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813318,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Bezzia/ Palpomyia,L,0,8,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813319,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Brachycera,L,0,1,=,None,D,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813320,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Brillia,L,0,20,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813321,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Brillia,P,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813322,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Callibaetis,L,0,5,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813323,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Caloparyphus/ Euparyphus,L,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813324,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Capniidae,L,0,1,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813325,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Ceratopogonidae,P,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813326,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Chelifera/ Metachela,L,0,2,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813327,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Chironominae,L,0,2,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813328,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Chironomini,L,0,9,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813329,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Chironomus,L,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813330,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Corynoneura,L,0,26,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813331,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Cricotopus,L,0,35,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813332,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Dasyhelea,L,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813333,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Dixella,L,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813334,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Dolichopodidae,L,0,6,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813335,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Ephydridae,L,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813336,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Eukiefferiella,L,0,14,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813337,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Eukiefferiella,P,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813338,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Hydropsyche,L,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813339,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Krenosmittia,L,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813340,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Libellulidae,L,0,1,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813341,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Limnophyes,L,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813342,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Malenka,L,0,4,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813343,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Meringodixa chalonensis,L,0,3,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813344,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Micropsectra,L,0,5,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813345,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Micropsectra/ Tanytarsus,L,0,108,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813346,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Ochthebius,A,0,1,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813347,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Oligochaeta,X,0,38,=,None,None,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
1569813348,905SDBDN9,2017-05-04T07:00:00Z,Aquatic Bioassessment Lab - DFW,1,NA,NA,0.99,NA,20,8,6.375,600,600,6,8,NA,NA,Orthocladiinae,L,0,17,=,None,I,NA,NA,22306,X,"NR,  Water chemistry high (alkalinity, Specific Conductance) - no visible inputs",BMI_RWB,None,CEDEN,NA,NA,905SDBDN9_05042017_BMI_RWB_1,Aquatic Bioassessment Lab - DFW,BMI_Reach-WideBenthos,NA,NA,NA,NA,1970-01-01T08:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,905SDBDN9
